latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
28.625,77.25,231.0,25200,Asia/Bangkok,+07

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),is_day (),precipitation (inch),rain (inch),showers (inch),weather_code (wmo code),cloud_cover (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h)
2024-12-08T19:00,18.9,47,17.3,0,0.000,0.000,0.000,2,52,984.5,6.0,123,14.0

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (inch),cloud_cover (%),wind_speed_10m (km/h),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²)
2024-12-01T00:00,17.1,77,17.5,0.000,0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T01:00,16.1,80,16.3,0.000,0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T02:00,15.3,83,15.5,0.000,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T03:00,14.9,84,15.0,0.000,0,3.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T04:00,14.5,85,14.5,0.000,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T05:00,14.2,86,14.2,0.000,0,3.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T06:00,13.9,86,13.8,0.000,0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T07:00,13.3,88,13.2,0.000,3,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T08:00,13.1,88,12.9,0.000,0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T09:00,13.0,88,12.9,0.000,0,2.7,14.0,5.0,9.0,57.8,14.0,61.0
2024-12-01T10:00,14.5,83,14.7,0.000,0,1.9,149.0,99.0,50.0,503.0,149.0,276.9
2024-12-01T11:00,17.7,68,17.7,0.000,0,3.1,334.0,262.0,72.0,707.3,334.0,521.1
2024-12-01T12:00,20.5,57,20.6,0.000,0,3.1,492.0,410.0,82.0,809.2,492.0,712.8
2024-12-01T13:00,22.9,50,23.3,0.000,0,3.4,598.0,512.0,86.0,858.8,598.0,838.8
2024-12-01T14:00,24.4,45,24.6,0.000,0,5.6,643.0,556.0,87.0,878.4,643.0,890.6
2024-12-01T15:00,25.1,44,25.1,0.000,0,6.9,621.0,536.0,85.0,872.2,621.0,864.6
2024-12-01T16:00,25.3,43,24.8,0.000,0,7.4,534.0,454.0,80.0,837.6,534.0,762.6
2024-12-01T17:00,25.1,44,24.6,0.000,0,7.4,392.0,321.0,71.0,763.5,392.0,591.6
2024-12-01T18:00,24.3,46,23.9,0.000,0,7.1,210.0,155.0,55.0,600.6,210.0,363.1
2024-12-01T19:00,22.5,57,23.0,0.000,0,3.8,41.0,21.0,20.0,175.5,41.0,108.2
2024-12-01T20:00,20.9,63,21.5,0.000,0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T21:00,19.9,68,20.5,0.000,0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T22:00,19.1,70,19.7,0.000,0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01T23:00,18.3,73,18.8,0.000,0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T00:00,17.6,74,18.0,0.000,0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T01:00,15.9,80,16.2,0.000,0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T02:00,15.2,81,15.3,0.000,0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T03:00,14.7,82,14.7,0.000,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T04:00,14.2,83,14.1,0.000,0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T05:00,13.8,83,13.5,0.000,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T06:00,13.3,83,12.8,0.000,0,3.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T07:00,12.7,85,12.3,0.000,0,3.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T08:00,12.3,85,11.8,0.000,0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T09:00,12.2,85,11.7,0.000,0,2.9,13.0,5.0,8.0,58.7,13.0,59.1
2024-12-02T10:00,14.0,78,13.7,0.000,0,2.6,150.0,100.0,50.0,515.3,150.0,273.1
2024-12-02T11:00,17.3,66,17.3,0.000,0,1.8,336.0,263.0,73.0,715.2,336.0,517.5
2024-12-02T12:00,20.6,53,20.3,0.000,0,3.4,496.0,413.0,83.0,819.3,496.0,709.4
2024-12-02T13:00,23.4,45,23.4,0.000,0,3.6,606.0,518.0,88.0,872.3,606.0,835.7
2024-12-02T14:00,24.7,41,24.8,0.000,0,5.1,649.0,561.0,88.0,889.1,649.0,888.0
2024-12-02T15:00,25.6,40,25.5,0.000,0,5.5,626.0,540.0,86.0,881.1,626.0,862.5
2024-12-02T16:00,25.9,38,25.3,0.000,0,5.0,538.0,457.0,81.0,845.1,538.0,761.1
2024-12-02T17:00,25.7,39,25.2,0.000,0,4.8,394.0,323.0,71.0,769.7,394.0,590.6
2024-12-02T18:00,25.0,41,24.6,0.000,0,4.2,213.0,157.0,56.0,609.3,213.0,362.7
2024-12-02T19:00,23.1,54,23.7,0.000,0,3.1,41.0,21.0,20.0,175.6,41.0,108.0
2024-12-02T20:00,21.6,59,22.3,0.000,0,2.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T21:00,20.1,64,20.7,0.000,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T22:00,19.2,68,19.7,0.000,0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02T23:00,18.4,71,18.9,0.000,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T00:00,17.6,75,18.1,0.000,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T01:00,16.3,81,16.7,0.000,0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T02:00,15.7,83,16.1,0.000,0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T03:00,15.3,84,15.5,0.000,0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T04:00,14.8,86,15.0,0.000,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T05:00,14.3,87,14.4,0.000,0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T06:00,13.7,89,13.7,0.000,0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T07:00,13.9,87,13.8,0.000,0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T08:00,13.3,88,13.2,0.000,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T09:00,13.0,89,13.0,0.000,0,2.8,12.0,4.0,8.0,47.7,12.0,57.2
2024-12-03T10:00,14.4,85,14.7,0.000,0,2.3,147.0,96.0,51.0,501.7,147.0,269.4
2024-12-03T11:00,17.5,72,17.9,0.000,0,2.1,332.0,259.0,73.0,709.5,332.0,513.9
2024-12-03T12:00,20.4,62,20.9,0.000,0,2.6,492.0,408.0,84.0,813.5,492.0,706.0
2024-12-03T13:00,23.4,48,23.6,0.000,0,4.8,600.0,512.0,88.0,865.5,600.0,832.8
2024-12-03T14:00,25.2,42,25.3,0.000,0,6.1,645.0,557.0,88.0,885.5,645.0,885.5
2024-12-03T15:00,26.3,37,25.8,0.000,0,7.7,624.0,538.0,86.0,880.1,624.0,860.6
2024-12-03T16:00,26.6,35,25.4,0.000,0,8.4,537.0,457.0,80.0,846.9,537.0,759.7
2024-12-03T17:00,26.4,36,25.2,0.000,0,8.4,394.0,323.0,71.0,771.0,394.0,589.8
2024-12-03T18:00,25.6,38,24.5,0.000,0,7.4,212.0,157.0,55.0,610.0,212.0,362.3
2024-12-03T19:00,23.4,51,23.7,0.000,0,3.7,41.0,21.0,20.0,175.7,41.0,108.0
2024-12-03T20:00,21.7,57,22.0,0.000,0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T21:00,20.6,63,21.0,0.000,0,4.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T22:00,19.5,67,19.9,0.000,0,4.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03T23:00,18.4,71,18.6,0.000,0,4.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T00:00,17.4,74,17.6,0.000,0,4.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T01:00,16.5,80,16.6,0.000,0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T02:00,16.1,80,16.1,0.000,0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T03:00,15.7,81,15.6,0.000,0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T04:00,15.3,82,15.2,0.000,0,5.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T05:00,14.9,83,14.7,0.000,0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T06:00,14.3,83,13.9,0.000,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T07:00,14.8,80,14.3,0.000,0,5.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T08:00,14.4,81,13.8,0.000,0,5.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T09:00,14.2,81,13.7,0.000,0,5.8,12.0,4.0,8.0,48.5,12.0,55.3
2024-12-04T10:00,15.7,73,14.9,0.000,0,6.8,146.0,96.0,50.0,508.9,146.0,265.6
2024-12-04T11:00,18.4,61,17.5,0.000,0,8.0,334.0,261.0,73.0,720.2,334.0,510.3
2024-12-04T12:00,21.1,51,20.0,0.000,0,8.9,495.0,412.0,83.0,825.6,495.0,702.7
2024-12-04T13:00,23.3,42,22.3,0.000,0,8.3,604.0,517.0,87.0,877.2,604.0,829.9
2024-12-04T14:00,25.0,34,23.6,0.000,0,10.1,654.0,566.0,88.0,902.5,654.0,883.1
2024-12-04T15:00,26.0,29,24.1,0.000,0,10.2,635.0,550.0,85.0,901.9,635.0,858.8
2024-12-04T16:00,26.3,28,23.9,0.000,0,9.8,548.0,468.0,80.0,868.9,548.0,758.5
2024-12-04T17:00,26.1,27,23.5,0.000,0,10.0,403.0,332.0,71.0,793.7,403.0,589.1
2024-12-04T18:00,25.2,29,22.8,0.000,0,8.7,218.0,163.0,55.0,633.8,218.0,362.2
2024-12-04T19:00,23.1,38,21.7,0.000,0,5.5,43.0,23.0,20.0,192.4,43.0,108.0
2024-12-04T20:00,21.2,45,20.1,0.000,0,4.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T21:00,20.0,49,19.0,0.000,0,4.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T22:00,18.8,52,17.7,0.000,0,4.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04T23:00,17.8,55,16.7,0.000,0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T00:00,17.0,57,15.8,0.000,0,4.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T01:00,15.4,66,14.4,0.000,0,4.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T02:00,14.8,68,13.8,0.000,0,4.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T03:00,14.2,71,13.3,0.000,0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T04:00,13.6,74,12.7,0.000,0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T05:00,13.1,76,12.1,0.000,0,4.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T06:00,12.5,78,11.5,0.000,0,4.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T07:00,11.6,83,10.6,0.000,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T08:00,11.1,85,10.1,0.000,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T09:00,10.8,85,9.7,0.000,0,4.0,11.0,4.0,7.0,49.3,11.0,53.4
2024-12-05T10:00,12.6,77,11.6,0.000,0,4.0,149.0,99.0,50.0,532.3,149.0,262.0
2024-12-05T11:00,15.8,62,14.6,0.000,0,5.4,341.0,269.0,72.0,747.7,341.0,506.8
2024-12-05T12:00,18.6,52,17.3,0.000,0,5.8,506.0,423.0,83.0,851.7,506.0,699.5
2024-12-05T13:00,21.4,38,19.8,0.000,0,7.3,617.0,530.0,87.0,902.6,617.0,827.1
2024-12-05T14:00,22.8,30,20.6,0.000,0,9.9,666.0,578.0,88.0,924.3,666.0,880.8
2024-12-05T15:00,23.3,29,20.9,0.000,0,10.1,644.0,558.0,86.0,917.1,644.0,857.0
2024-12-05T16:00,23.5,28,20.6,0.000,0,10.1,554.0,473.0,81.0,879.7,554.0,757.3
2024-12-05T17:00,23.2,28,20.2,0.000,0,9.9,408.0,336.0,72.0,804.2,408.0,588.5
2024-12-05T18:00,22.4,29,19.6,0.000,0,8.7,222.0,166.0,56.0,645.8,222.0,362.1
2024-12-05T19:00,21.1,38,19.5,0.000,0,4.7,43.0,23.0,20.0,192.4,43.0,108.1
2024-12-05T20:00,19.4,46,18.1,0.000,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T21:00,18.4,50,17.2,0.000,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T22:00,17.5,52,16.3,0.000,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05T23:00,16.6,54,15.4,0.000,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T00:00,15.7,57,14.4,0.000,0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T01:00,14.1,67,13.0,0.000,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T02:00,13.2,70,12.1,0.000,0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T03:00,12.7,72,11.5,0.000,0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T04:00,12.4,72,11.2,0.000,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T05:00,12.1,72,10.7,0.000,0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T06:00,11.7,74,10.1,0.000,0,5.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T07:00,11.4,77,9.9,0.000,0,5.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T08:00,10.8,78,9.2,0.000,0,5.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T09:00,10.6,79,9.0,0.000,0,5.4,11.0,4.0,7.0,50.1,11.0,51.5
2024-12-06T10:00,12.4,74,11.0,0.000,0,5.4,144.0,95.0,49.0,518.1,144.0,258.4
2024-12-06T11:00,15.6,61,14.3,0.000,0,5.4,335.0,263.0,72.0,736.2,335.0,503.3
2024-12-06T12:00,18.8,51,17.4,0.000,0,6.5,498.0,417.0,81.0,843.7,498.0,696.4
2024-12-06T13:00,21.6,38,20.3,0.000,0,5.6,610.0,525.0,85.0,897.2,610.0,824.4
2024-12-06T14:00,23.0,31,21.2,0.000,0,8.1,658.0,572.0,86.0,917.2,658.0,878.7
2024-12-06T15:00,23.6,30,21.5,0.000,0,9.4,638.0,555.0,83.0,914.1,638.0,855.5
2024-12-06T16:00,23.7,29,20.8,0.000,0,10.4,552.0,473.0,79.0,881.1,552.0,756.4
2024-12-06T17:00,23.2,28,20.3,0.000,0,9.8,407.0,337.0,70.0,807.4,407.0,588.1
2024-12-06T18:00,22.3,29,19.5,0.000,0,8.2,222.0,167.0,55.0,649.7,222.0,362.2
2024-12-06T19:00,21.0,38,19.3,0.000,0,4.7,44.0,24.0,20.0,200.6,44.0,108.3
2024-12-06T20:00,19.1,44,17.7,0.000,0,3.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T21:00,18.0,48,16.6,0.000,0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T22:00,17.2,50,15.8,0.000,0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06T23:00,16.3,53,15.0,0.000,0,3.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T00:00,15.4,55,13.9,0.000,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T01:00,12.5,70,11.3,0.000,0,2.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T02:00,11.8,71,10.5,0.000,0,2.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T03:00,11.1,73,9.8,0.000,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T04:00,10.5,75,9.1,0.000,0,2.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T05:00,10.1,76,8.6,0.000,0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T06:00,9.7,77,8.2,0.000,0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T07:00,9.9,79,8.5,0.000,0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T08:00,9.6,80,8.2,0.000,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T09:00,9.4,81,8.0,0.000,0,3.1,11.0,4.0,7.0,50.9,11.0,49.7
2024-12-07T10:00,11.3,76,10.2,0.000,0,2.5,145.0,97.0,48.0,536.5,145.0,254.8
2024-12-07T11:00,15.0,62,14.2,0.000,0,1.4,336.0,266.0,70.0,749.8,336.0,500.0
2024-12-07T12:00,18.4,49,17.4,0.000,0,2.3,500.0,420.0,80.0,853.7,500.0,693.4
2024-12-07T13:00,21.2,38,20.3,0.000,0,2.4,611.0,528.0,83.0,905.4,611.0,821.8
2024-12-07T14:00,22.4,28,21.0,0.000,0,3.6,662.0,578.0,84.0,929.2,662.0,876.6
2024-12-07T15:00,22.9,26,21.1,0.000,0,4.3,641.0,560.0,81.0,924.2,641.0,854.0
2024-12-07T16:00,22.9,26,20.6,0.000,0,4.1,553.0,476.0,77.0,888.0,553.0,755.5
2024-12-07T17:00,22.6,27,20.3,0.000,0,4.1,408.0,339.0,69.0,812.8,408.0,587.8
2024-12-07T18:00,21.7,29,19.5,0.000,0,3.6,223.0,168.0,55.0,653.3,223.0,362.4
2024-12-07T19:00,19.9,44,18.8,0.000,0,2.2,44.0,24.0,20.0,200.3,44.0,108.5
2024-12-07T20:00,17.7,47,16.5,0.000,0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T21:00,16.4,50,15.1,0.000,0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T22:00,15.4,52,13.9,0.000,0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07T23:00,14.5,54,12.9,0.000,0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08T00:00,13.8,58,12.2,0.000,0,3.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08T01:00,12.1,72,11.0,0.000,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08T02:00,11.6,74,10.3,0.000,0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08T03:00,11.1,75,9.7,0.000,0,4.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08T04:00,10.7,76,9.1,0.000,0,4.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08T05:00,10.4,77,8.6,0.000,0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08T06:00,10.4,76,8.4,0.000,0,6.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08T07:00,10.2,76,8.4,0.000,0,5.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08T08:00,9.6,76,7.5,0.000,8,6.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08T09:00,9.4,78,7.5,0.000,0,5.6,9.0,3.0,6.0,38.8,9.0,47.9
2024-12-08T10:00,10.7,74,9.1,0.000,0,4.7,140.0,92.0,48.0,516.1,140.0,251.3
